loss,accuracy,val_loss,val_accuracy
1.0955272912979126,0.7075499892234802,2.29506516456604,0.39480000734329224
0.274984747171402,0.9172499775886536,1.060194969177246,0.6776000261306763
0.18397653102874756,0.9442166686058044,0.4399425685405731,0.8614000082015991
0.14555126428604126,0.9559999704360962,0.23838695883750916,0.9235000014305115
0.12277316302061081,0.9626166820526123,0.15245163440704346,0.9509000182151794
0.10594247281551361,0.9681833386421204,0.12068170309066772,0.9609000086784363
0.09357278048992157,0.9710333347320557,0.09428434818983078,0.97079998254776
0.08402872085571289,0.9741166830062866,0.08744774013757706,0.9721999764442444
0.07714631408452988,0.975350022315979,0.07646272331476212,0.9750000238418579
0.06949489563703537,0.9781500101089478,0.07141853868961334,0.977400004863739
0.06350935250520706,0.9803833365440369,0.07077272236347198,0.9779000282287598
0.059349581599235535,0.9808833599090576,0.06910411268472672,0.9787999987602234
0.055377453565597534,0.9819333553314209,0.06527044624090195,0.980400025844574
0.05148373544216156,0.9837166666984558,0.06405387073755264,0.9803000092506409
0.046858418732881546,0.9847999811172485,0.06370493024587631,0.9811000227928162
0.046361275017261505,0.9855333566665649,0.06368473917245865,0.9807999730110168
0.04141797870397568,0.9869833588600159,0.06297320872545242,0.9822999835014343
0.03810259699821472,0.9879999756813049,0.062148310244083405,0.9818000197410583
0.03729928657412529,0.9873833060264587,0.0627274438738823,0.9825000166893005
0.0345524400472641,0.9884999990463257,0.06187849119305611,0.9824000000953674
