loss,accuracy,val_loss,val_accuracy
1.8620355129241943,0.3986000120639801,1.3676707744598389,0.5719000101089478
1.0803017616271973,0.6306999921798706,1.1312360763549805,0.6202999949455261
0.7495067715644836,0.7404999732971191,1.0614506006240845,0.638700008392334
0.5254765748977661,0.8220000267028809,1.0298205614089966,0.6585000157356262
0.4139343798160553,0.8647000193595886,1.031068205833435,0.6687999963760376
0.31186404824256897,0.8992999792098999,1.0622638463974,0.6697999835014343
0.22320033609867096,0.9300000071525574,1.1025938987731934,0.6754999756813049
0.18171770870685577,0.9451000094413757,1.1372551918029785,0.6748999953269958
0.1341264843940735,0.9624999761581421,1.15350341796875,0.6847000122070312
0.11052047461271286,0.967199981212616,1.196610927581787,0.6851999759674072
0.08240678906440735,0.9758999943733215,1.221034288406372,0.6875
0.06476924568414688,0.9829000234603882,1.2541418075561523,0.6915000081062317
0.06923356652259827,0.9812999963760376,1.26622474193573,0.6912999749183655
0.06789951026439667,0.9807999730110168,1.311306357383728,0.6888999938964844
0.04764721542596817,0.986299991607666,1.32807195186615,0.6929000020027161
0.05144292488694191,0.9851999878883362,1.3576669692993164,0.6945000290870667
0.046648573130369186,0.9876999855041504,1.403587818145752,0.6883999705314636
0.062406767159700394,0.98089998960495,1.4048627614974976,0.6948000192642212
0.060269054025411606,0.9829999804496765,1.4139024019241333,0.6937999725341797
0.056451812386512756,0.9839000105857849,1.4497060775756836,0.6895999908447266
