loss,accuracy,val_loss,val_accuracy
2.174542188644409,0.3055500090122223,1.2349618673324585,0.7159000039100647
1.288244366645813,0.5555166602134705,0.5481502413749695,0.8810999989509583
0.8840278387069702,0.7014333605766296,0.33154329657554626,0.9186999797821045
0.6673417687416077,0.7789000272750854,0.24590720236301422,0.9351999759674072
0.5501802563667297,0.8204333186149597,0.19535939395427704,0.9472000002861023
0.4692234694957733,0.8500833511352539,0.16957513988018036,0.9520999789237976
0.41840028762817383,0.8681833148002625,0.14674034714698792,0.9571999907493591
0.37628304958343506,0.8831666707992554,0.13382308185100555,0.9599999785423279
0.348187655210495,0.8921666741371155,0.12136919051408768,0.9639999866485596
0.3237852454185486,0.8997499942779541,0.11257985979318619,0.9670000076293945
0.29827234148979187,0.9072833061218262,0.10495422035455704,0.9685999751091003
0.28225770592689514,0.9136166572570801,0.09748048335313797,0.9706000089645386
0.26886993646621704,0.9181666374206543,0.0914660319685936,0.972000002861023
0.25135546922683716,0.9231666922569275,0.08815297484397888,0.9715999960899353
0.24256663024425507,0.9262166619300842,0.08340102434158325,0.9732000231742859
0.23276010155677795,0.9299166798591614,0.07924436777830124,0.9757000207901001
0.2207188755273819,0.9348333477973938,0.07558117061853409,0.9760000109672546
0.2148236334323883,0.9359999895095825,0.07289772480726242,0.9768999814987183
0.20688791573047638,0.9390166401863098,0.0706275999546051,0.9778000116348267
0.2026747763156891,0.9388666749000549,0.06684887409210205,0.9783999919891357
0.19521871209144592,0.9411333203315735,0.06529278308153152,0.9789999723434448
0.18633542954921722,0.944433331489563,0.06317869573831558,0.9799000024795532
0.18234577775001526,0.9450833201408386,0.061072856187820435,0.9811000227928162
0.17826999723911285,0.9473333358764648,0.059260278940200806,0.9814000129699707
0.1698472499847412,0.948366641998291,0.05769239366054535,0.9821000099182129
0.1723882257938385,0.9474166631698608,0.05600329488515854,0.9828000068664551
0.1663276106119156,0.9510999917984009,0.054495323449373245,0.9829000234603882
0.15901032090187073,0.9519000053405762,0.0533708855509758,0.9835000038146973
0.15577378869056702,0.9526500105857849,0.05209016799926758,0.9836999773979187
0.15492643415927887,0.9541000127792358,0.05083680897951126,0.9842000007629395
0.15258735418319702,0.9546499848365784,0.04961169883608818,0.984000027179718
0.14588573575019836,0.9555666446685791,0.04796464368700981,0.9847999811172485
0.1468261331319809,0.9563666582107544,0.047902923077344894,0.9848999977111816
0.1427820324897766,0.9574333429336548,0.04672364145517349,0.9854000210762024
0.14413145184516907,0.9573166370391846,0.045936305075883865,0.9854999780654907
0.1376066952943802,0.9585333466529846,0.04501696303486824,0.9857000112533569
0.13306079804897308,0.9606166481971741,0.04411686584353447,0.9858999848365784
0.1328030526638031,0.9601666927337646,0.04382207989692688,0.9861999750137329
0.13279911875724792,0.9607499837875366,0.042912084609270096,0.9861999750137329
0.13193857669830322,0.9606333374977112,0.04246300831437111,0.9865000247955322
0.1275905966758728,0.9618499875068665,0.04151315987110138,0.9868999719619751
0.12486112117767334,0.9632166624069214,0.04044336453080177,0.9869999885559082
0.12397737801074982,0.9628666639328003,0.04036031290888786,0.9873999953269958
0.1226133406162262,0.9632999897003174,0.039262350648641586,0.9879000186920166
0.12237957119941711,0.9641666412353516,0.03932499513030052,0.9868999719619751
0.11949290335178375,0.9642833471298218,0.03855864331126213,0.987500011920929
0.12025531381368637,0.9646999835968018,0.03818965703248978,0.9873999953269958
0.11736948043107986,0.9657166600227356,0.03776095435023308,0.9876999855041504
0.11423362046480179,0.9655333161354065,0.037063710391521454,0.9879999756813049
0.11549077183008194,0.9653499722480774,0.03739846870303154,0.9876000285148621
0.11211074888706207,0.9669166803359985,0.035866476595401764,0.9884999990463257
0.11060623079538345,0.9668499827384949,0.03555814176797867,0.9883999824523926
0.10938802361488342,0.9682333469390869,0.03520422801375389,0.9882000088691711
0.10924509912729263,0.9671666622161865,0.03509216755628586,0.9886000156402588
0.10776100307703018,0.9673166871070862,0.034654248505830765,0.9890000224113464
0.10615354031324387,0.9690666794776917,0.03410562872886658,0.9890999794006348
0.10694386065006256,0.9684333205223083,0.03380296006798744,0.9887999892234802
0.10325215756893158,0.9690999984741211,0.03315954655408859,0.9890999794006348
0.10253506153821945,0.9697999954223633,0.03319704160094261,0.9890999794006348
0.10240030288696289,0.9701333045959473,0.03291163221001625,0.9894000291824341
0.10031984001398087,0.9705833196640015,0.03263339400291443,0.9894999861717224
0.1014484167098999,0.9707499742507935,0.03234342113137245,0.9896000027656555
0.09769321978092194,0.9712666869163513,0.03200588375329971,0.9891999959945679
0.09881380945444107,0.9707666635513306,0.031560830771923065,0.989799976348877
0.0976012796163559,0.9710500240325928,0.031285934150218964,0.989799976348877
