loss,accuracy,val_loss,val_accuracy
1.0166852474212646,0.6754833459854126,1.3787956237792969,0.5320000052452087
0.5470837950706482,0.8047000169754028,0.8952428698539734,0.6686000227928162
0.4703184962272644,0.831083357334137,0.6624246835708618,0.7494999766349792
0.4269172251224518,0.8474833369255066,0.5293241739273071,0.8050000071525574
0.3941083252429962,0.8588166832923889,0.44813817739486694,0.8400999903678894
0.37438616156578064,0.8661333322525024,0.4080747067928314,0.8540999889373779
0.3527107238769531,0.8735166788101196,0.38362640142440796,0.8593999743461609
0.33675524592399597,0.8779666423797607,0.36483117938041687,0.8664000034332275
0.3252080976963043,0.8817999958992004,0.35131484270095825,0.8723000288009644
0.30786144733428955,0.8883333206176758,0.34424877166748047,0.8741000294685364
0.30374616384506226,0.8891666531562805,0.32772672176361084,0.8812999725341797
0.2923814058303833,0.8938999772071838,0.3228629529476166,0.8819000124931335
0.28031280636787415,0.8989499807357788,0.3173249661922455,0.8851000070571899
0.2727976143360138,0.9009333252906799,0.3176065981388092,0.8855999708175659
0.2678317427635193,0.9031999707221985,0.31571903824806213,0.8863000273704529
0.2575457990169525,0.9057999849319458,0.3085348904132843,0.8910999894142151
0.2559041380882263,0.9064666628837585,0.3133296072483063,0.8865000009536743
0.24724987149238586,0.9096500277519226,0.3068566918373108,0.8916000127792358
0.24128104746341705,0.9109833240509033,0.30812036991119385,0.8902999758720398
0.23626628518104553,0.9126166701316833,0.3014433979988098,0.8909000158309937
