loss,accuracy,val_loss,val_accuracy
0.6011537909507751,0.7958999872207642,0.3791627585887909,0.8672000169754028
0.2910001277923584,0.8980000019073486,0.3429614007472992,0.8870000243186951
0.1996123343706131,0.929099977016449,0.33557891845703125,0.8845999836921692
0.15242238342761993,0.9463666677474976,0.3354257345199585,0.8962000012397766
0.1163039356470108,0.9599499702453613,0.34781110286712646,0.8938000202178955
0.0911911353468895,0.9677000045776367,0.34684884548187256,0.8966000080108643
0.0718991830945015,0.9749333262443542,0.3818478286266327,0.897599995136261
0.05806320533156395,0.9795500040054321,0.408337265253067,0.8974000215530396
0.05228685215115547,0.9814333319664001,0.4318474233150482,0.8953999876976013
0.04177806153893471,0.9860666394233704,0.45242831110954285,0.8949999809265137
0.03429756686091423,0.987933337688446,0.431568443775177,0.8981999754905701
0.030410246923565865,0.989466667175293,0.4721187949180603,0.9009000062942505
0.02775578573346138,0.9902999997138977,0.48713168501853943,0.8992999792098999
0.022185273468494415,0.9925500154495239,0.5031006336212158,0.9003999829292297
0.01950816996395588,0.9935666918754578,0.5089170336723328,0.8986999988555908
0.01838782988488674,0.9940333366394043,0.5048690438270569,0.9035000205039978
0.01850282773375511,0.9939333200454712,0.5532447099685669,0.8973000049591064
0.017784759402275085,0.9939500093460083,0.5126122236251831,0.9016000032424927
0.013843555003404617,0.9956833124160767,0.5154970288276672,0.904699981212616
0.012301186099648476,0.9958666563034058,0.5477839708328247,0.9031999707221985
