d_loss1,d_loss2,g_loss
0.6657294034957886,0.640282154083252,0.8767713308334351
0.6929272413253784,0.7250800132751465,0.7294997572898865
0.6346226930618286,0.7214051485061646,0.7206170558929443
0.6701239943504333,0.6711372137069702,0.752971887588501
0.6611939668655396,0.697543203830719,0.7711584568023682
0.6957013010978699,0.6516323685646057,0.7678205966949463
0.6858916878700256,0.8028391599655151,0.6452028155326843
0.6839695572853088,0.6875998973846436,0.7357437014579773
0.659711480140686,0.6811143159866333,0.7474380731582642
0.6420948505401611,0.6388828158378601,0.7830876111984253
0.5872981548309326,0.6683278679847717,0.7781518697738647
0.7003720998764038,0.7535489797592163,0.7561553716659546
0.6817924976348877,0.6508786678314209,0.8249679803848267
0.7132264375686646,0.6338636875152588,0.8291229009628296
0.6538326740264893,0.6213302612304688,0.8264026641845703
0.7068049907684326,0.6278719902038574,0.8280025124549866
0.6796955466270447,0.6722688674926758,0.7679628729820251
0.6816476583480835,0.631668746471405,0.8257989883422852
0.6985878348350525,0.6821255087852478,0.7777310609817505
0.6765541434288025,0.6411437392234802,0.8333637118339539
0.6819735169410706,0.6847429275512695,0.8344268202781677
0.7534889578819275,0.6622273921966553,0.853609561920166
0.7020992040634155,0.6195998191833496,0.8415822386741638
0.6926429867744446,0.6106582283973694,0.8747636079788208
0.6476550102233887,0.7234451770782471,0.7636674642562866
0.6772110462188721,0.687216579914093,0.7833839654922485
0.7092742323875427,0.6803005337715149,0.7933177947998047
0.650336503982544,0.7180682420730591,0.7766427993774414
0.6650412678718567,0.693283200263977,0.7820197343826294
0.7073067426681519,0.6322089433670044,0.8282730579376221
0.6878178119659424,0.7183042764663696,0.7788538336753845
0.6707252264022827,0.7203249931335449,0.7976345419883728
0.6239253878593445,0.7278580665588379,0.7652007341384888
0.651678204536438,0.6993610262870789,0.758747398853302
0.6707470417022705,0.6399863958358765,0.7928627729415894
0.6255457401275635,0.7127925157546997,0.7409213781356812
0.6994815468788147,0.6870278120040894,0.7762933969497681
0.6681016683578491,0.6587586998939514,0.7860674262046814
0.6679841876029968,0.6901031732559204,0.7427035570144653
0.6994060277938843,0.654255747795105,0.8046830892562866
0.691307544708252,0.6712844371795654,0.7938692569732666
0.7126781940460205,0.6379417777061462,0.81689453125
0.7018064260482788,0.6497384309768677,0.7977371215820312
0.693183422088623,0.7180836200714111,0.7430950999259949
0.6994696259498596,0.6406530141830444,0.8168061971664429
0.7101516723632812,0.6619038581848145,0.7503905296325684
0.702622652053833,0.6551738381385803,0.7646974325180054
0.6680510640144348,0.7001577019691467,0.7544468641281128
0.707327127456665,0.678735613822937,0.7339305877685547
0.670111894607544,0.6923091411590576,0.7456797957420349
0.6701058149337769,0.7047536373138428,0.7409369349479675
0.664535641670227,0.6495858430862427,0.7482601404190063
0.6724395155906677,0.6706189513206482,0.7647678852081299
0.7055790424346924,0.6738141775131226,0.7744460701942444
0.6776361465454102,0.6683629751205444,0.7666412591934204
0.7080857753753662,0.6891682147979736,0.7259283661842346
0.6801457405090332,0.6454521417617798,0.7816390991210938
0.6636570692062378,0.6954335570335388,0.7434365749359131
0.6700888276100159,0.6680092215538025,0.746315598487854
0.6832842230796814,0.6814721822738647,0.7418397665023804
0.6881383657455444,0.7106356620788574,0.7629500031471252
0.6798129677772522,0.6963779926300049,0.7409129738807678
0.6680758595466614,0.7062772512435913,0.7139763832092285
0.6728612184524536,0.7030852437019348,0.7472617626190186
0.6621261239051819,0.6924386024475098,0.7369884848594666
0.6777999997138977,0.6805678606033325,0.7557070851325989
0.6720907688140869,0.7152538895606995,0.7357447147369385
0.632699728012085,0.6840201616287231,0.7275809049606323
0.7052217721939087,0.7147554159164429,0.779787540435791
0.6709089279174805,0.7272231578826904,0.727486252784729
0.6915063858032227,0.6598042249679565,0.766529381275177
0.6970490217208862,0.6790070533752441,0.7573317885398865
0.6854901313781738,0.6560781002044678,0.8217797875404358
0.6742235422134399,0.6935636401176453,0.7507599592208862
0.6639766097068787,0.6872752904891968,0.760580837726593
0.6709387898445129,0.6713356375694275,0.7862684726715088
0.663659930229187,0.6621323823928833,0.7812411785125732
0.6978431940078735,0.6696417331695557,0.755903422832489
0.6743260622024536,0.6650172472000122,0.7567365169525146
0.7185416221618652,0.6716386079788208,0.7803280353546143
0.699118435382843,0.6622714996337891,0.7477861642837524
0.6817542314529419,0.665804386138916,0.7670987844467163
0.6802188754081726,0.6896694898605347,0.7311962842941284
0.6582289934158325,0.7138518691062927,0.7418954372406006
0.6748498678207397,0.6857610940933228,0.7477735280990601
0.6837921142578125,0.7052211761474609,0.7350491881370544
0.6877416372299194,0.6784290075302124,0.7505428791046143
0.6850392818450928,0.6875356435775757,0.7525433897972107
0.6977277398109436,0.6679418087005615,0.7465053796768188
0.7001733779907227,0.6898542642593384,0.7381635904312134
0.6846752762794495,0.6915751099586487,0.767746090888977
0.6962332129478455,0.6955744028091431,0.7537282705307007
0.6837267279624939,0.675630509853363,0.7475517988204956
0.6788681745529175,0.6561827063560486,0.7581965923309326
0.6938674449920654,0.6826511025428772,0.7443031072616577
0.6755054593086243,0.7195065021514893,0.7218910455703735
0.6947505474090576,0.6815099716186523,0.7392210960388184
0.670264720916748,0.6908918023109436,0.7404530048370361
0.7002742886543274,0.6703794002532959,0.7538155317306519
0.665671706199646,0.674635112285614,0.7550114393234253
